Group G-1:,,,,
==================================================,,,,
,,,,
Team 1,,,,
--------------------------------------------------,,,,
1. 5002, Aarav Singh, CCDS, Male,4.02
3. 3221, Una Kaur, CCEB, Female,4
4. 4939, Sophie Taylor, CoB (NBS), Female,4.52
5. 5327, Vera Smith, MSE, Female,4.02
,,,,
Team 960,,,,
--------------------------------------------------,,,,
1. 4037, Ying Xue, MSE, Female,4.02
2. 5397, Yumiko Watanabe, CCEB, Female,3.94
3. 4189, Zahra Lestari, EEE, Female,4
4. 4396, Zara Ali, CCDS, Female,4.11
5. 511, Zhaofeng, CoB (NBS), Female,4.25
,,,,
Group G-97:,,,,
==================================================,,,,
,,,,
Team 961,,,,
--------------------------------------------------,,,,
1. 118, Adrian Chen, ASE, Male,3.97
2. 2058, Alexander Mitchell, CoB (NBS), Male,4.06
3. 595, Ali Raza, EEE, Male,3.89
4. 863, Aria Thompson, SBS, Female,3.86
5. 86, Asha Rahman, SSS, Female,3.89
,,,,
Team 962,,,,
--------------------------------------------------,,,,
1. 5159, Akira Kobayashi, CoB (NBS), Female,4.14
2. 935, Ayesha Siddiqui, CCEB, Female,4.16
3. 1711, Bashir Raza, CCDS, Male,4.11
4. 4602, Bodhi Yang, SPMS, Male,4.17
5. 408, Bohan, SSS, Female,4.1
,,,,
Team 963,,,,
--------------------------------------------------,,,,
1. 3266, Chao Zhang, CoB (NBS), Male,4.12
2. 3694, Grayson Wright, EEE, Male,3.89
3. 3442, Diana Khan, ADM, Female,4
4. 854, Emily Evans, SSS, Female,4.19
5. 5648, Hannah Rogers, SBS, Female,3.9
,,,,
Team 964,,,,
--------------------------------------------------,,,,
1. 3917, Jasmine Wong, MAE, Female,4.01
2. 1836, Bella Ramirez, CoB (NBS), Female,4.26
3. 2989, Jayden Chen, CoE, Male,4.2
4. 3336, Jin-Ah Kim, CCDS, Female,3.86
5. 394, Lachlan Thompson, CCEB, Male,4.03
,,,,
Team 965,,,,
--------------------------------------------------,,,,
1. 4757, Kaira Lim, CCDS, Female,4.01
2. 4356, Keira Martinez, CCEB, Female,4.26
3. 3954, Kira Dewi, EEE, Female,4
4. 3284, Quade Cruz, SSS, Male,3.89
5. 1901, Quinn Yip, CEE, Male,4.04
,,,,
Team 966,,,,
--------------------------------------------------,,,,
1. 5829, Layla Zhao, ADM, Female,4.1
2. 1155, Kinsley Price, CCDS, Female,3.87
3. 3176, Lola Zhao, CEE, Female,4.19
4. 1222, Long Thi Bich, EEE, Male,4.17
5. 1953, Wei Fang, SPMS, Male,4.01
,,,,
Team 967,,,,
--------------------------------------------------,,,,
1. 5239, Maya Chua, SBS, Female,4.21
2. 4714, Kiran Iyer, CCDS, Female,3.9
3. 2771, Margo Wang, CoE, Female,3.91
4. 1786, Tony Tsang, CEE, Male,4.07
5. 1860, Maya Gupta, CoB (NBS), Female,4.14
,,,,
Team 968,,,,
--------------------------------------------------,,,,
1. 1915, Maya Wood, CCEB, Female,4.06
2. 1707, Mei Liu, SSS, Female,4.25
3. 1924, Mei Xuan Tan, CoB (NBS), Female,4
4. 127, Wicaksono Adi, CCDS, Male,4.2
5. 5560, Zhou Wei, SBS, Male,4.02
,,,,
Team 969,,,,
--------------------------------------------------,,,,
1. 2111, Olive Wong, CCDS, Female,4.18
2. 2168, Priti Choudhary, EEE, Female,4.26
3. 3218, Savannah Wood, SBS, Female,4.06
4. 3816, Rongxian, CCEB, Female,4.3
5. 4703, Scarlett Evans, CoB (NBS), Female,4.2
,,,,
Team 970,,,,
--------------------------------------------------,,,,
1. 2380, Siti Aminah Binti Ibrahim, CCDS, Female,4.1
2. 4618, Tanya Acharya, CEE, Female,4.2
3. 862, Violet Lee, CCEB, Female,4.05
4. 2122, Zohra Khan, SSS, Female,4.18
5. 185, Xiu Ying, CCEB, Female,4.17
,,,,
Group G-98:,,,,
==================================================,,,,
,,,,
Team 971,,,,
--------------------------------------------------,,,,
1. 4160, Abigail King, CoB (NBS), Female,4.02
2. 1447, Avery Smith, SSS, Female,4.12
3. 4927, Aiden Chen, EEE, Male,4.01
4. 5550, Alexander King, SoH, Male,4
5. 5545, Asha Devi, CCDS, Female,4.52
,,,,
Team 972,,,,
--------------------------------------------------,,,,
1. 417, Budi Santoso, CCDS, Male,4.05
2. 4691, Carter Lee, SPMS, Male,4.11
3. 4414, Colton Bailey, MAE, Male,4.12
4. 4243, Emily Li, EEE, Female,4.01
5. 2875, Hana Wong, CoB (NBS), Female,4.01
,,,,
Team 973,,,,
--------------------------------------------------,,,,
1. 4310, Caleb Lim, CCDS, Male,4.02
2. 568, Finnley Brooks, EEE, Male,4.02
3. 3122, Diana Binti Mohd, MAE, Female,3.88
4. 3960, Henry Bennett, SPMS, Male,3.85
5. 4793, Kaiming, SBS, Female,4
,,,,
Team 974,,,,
--------------------------------------------------,,,,
1. 5605, Dawn Lim, CCDS, Female,4.2
2. 5097, Katherine Young, CoB (NBS), Female,4.14
3. 1777, Henry Hill, WKW SCI, Male,4.1
4. 3167, Hugo Yang, SoH, Male,4.26
5. 1280, Jason Lam, CEE, Male,4.14
,,,,
Team 975,,,,
--------------------------------------------------,,,,
1. 4172, Dhruv Singh, CCDS, Male,4.14
2. 5369, Jay Patel, SoH, Male,4.03
3. 1537, Josh Thompson, NIE, Male,4.18
4. 3983, Leah Wilson, SBS, Female,4.08
5. 3105, Maya Lewis, ADM, Female,4.05
,,,,
Team 976,,,,
--------------------------------------------------,,,,
1. 4447, Gage Fisher, CCDS, Male,4.22
2. 738, Judah Hall, MSE, Male,4.03
3. 2517, Liu Chen, ADM, Male,4.14
4. 4412, Michelle Lee, SSS, Female,4.02
5. 5855, Nianzu, NIE, Female,4.3
,,,,
Team 977,,,,
--------------------------------------------------,,,,
1. 5010, Haru Yamaguchi, CCDS, Male,4.14
2. 4199, Malachi Foster, CEE, Male,4.26
3. 1639, Matthew Evans, EEE, Male,4.11
4. 1612, Mindy Kwan, SSS, Female,4.02
5. 3695, Pei Li, CCEB, Female,4.18
,,,,
Team 978,,,,
--------------------------------------------------,,,,
1. 4747, Jae-Suk Jung, CCDS, Male,3.97
2. 3491, Ryusei Nakamura, MSE, Male,4.09
3. 1126, Nina Lin, CEE, Female,4.08
4. 107, Paige Wang, EEE, Female,3.88
5. 5866, Ritika Sharma, ASE, Female,4.06
,,,,
Team 979,,,,
--------------------------------------------------,,,,
1. 2335, Logan Taylor, CCDS, Male,4.02
2. 4035, Umar Sembiring, CoE, Male,3.9
3. 2934, Tara Menon, EEE, Female,4.03
4. 2289, Victoria Reed, MAE, Female,3.89
5. 947, Zhi Xuan, CoB (NBS), Male,4.04
,,,,
Team 980,,,,
--------------------------------------------------,,,,
1. 3942, Siddharth Mehta, CCDS, Male,4.21
2. 529, Uriah Salazar, EEE, Male,4.15
3. 3220, Asher Wang, CCDS, Male,4.27
4. 276, Zoe Lee, EEE, Female,4.03
5. 3041, Syahrul Bin Omar, CCDS, Male,4.2
,,,,
Group G-99:,,,,
==================================================,,,,
,,,,
Team 981,,,,
--------------------------------------------------,,,,
1. 4819, Aaliyah Howard, CoB (NBS), Female,4
2. 885, Aki Yoshida, MAE, Female,3.9
3. 4913, Amaya Tan, SPMS, Female,3.92
4. 1238, Daniel White, NIE, Male,4
5. 766, Hassan Shah, WKW SCI, Male,4.01
,,,,
Team 982,,,,
--------------------------------------------------,,,,
1. 5329, Ali Zain, CoB (NBS), Male,3.94
2. 4892, Ikram Tan, CCDS, Male,4.11
3. 253, Aria Wadhwa, EEE, Female,4.03
4. 2897, Ella Santos, SoH, Female,4.03
5. 943, Farah Binti Omar, CCEB, Female,4
,,,,
Team 983,,,,
--------------------------------------------------,,,,
1. 5561, Fatima Iqbal, EEE, Female,3.96
2. 5249, Hana Binti Ali, CCDS, Female,4.1
3. 5482, Joanna Tan, CEE, Female,4.02
4. 1478, Kylan Yang, MAE, Male,4.18
5. 771, Michael Walker, CoE, Male,4.14
,,,,
Team 984,,,,
--------------------------------------------------,,,,
1. 1058, Karla Bautista, SSS, Female,4.15
2. 481, Katherine Morales, CCDS, Female,4.18
3. 66, Layla Turner, CoB (NBS), Female,4.12
4. 5402, Matthew Garcia, MAE, Male,3.86
5. 740, Nash Li, SPMS, Male,4.08
,,,,
Team 985,,,,
--------------------------------------------------,,,,
1. 3607, Kiran Malhotra, SSS, Female,4.08
2. 4797, Mai Tran, SoH, Female,4.14
3. 2443, Manoj Patel, CCDS, Male,4
4. 1063, Maya Hughes, ASE, Female,4.27
5. 4718, Niko Setiawan, CEE, Male,4.05
,,,,
Team 986,,,,
--------------------------------------------------,,,,
1. 4855, Maya Morgan, CCEB, Female,4.03
2. 2981, Lian Chen, SSS, Female,4.26
3. 1865, Naoko Ueda, MSE, Female,3.86
4. 283, Nobu Yamamoto, WKW SCI, Male,4.06
5. 2578, Qasim Bin Noor, CEE, Male,4.05
,,,,
Team 987,,,,
--------------------------------------------------,,,,
1. 2282, Natalia Fedorova, SSS, Female,4
2. 4630, Natalia Wong, ADM, Female,4.11
3. 2766, Nisha Malik, SoH, Female,4.03
4. 2264, Phan Duc Minh, WKW SCI, Male,4.05
5. 1586, Rafael De Leon, MSE, Male,4.11
,,,,
Team 988,,,,
--------------------------------------------------,,,,
1. 1472, Queenie Li, EEE, Female,4.12
2. 1403, Meera Shah, SSS, Female,4.25
3. 5085, Rina Tan, CCEB, Female,4.13
4. 122, Samuel Wright, CoB (NBS), Male,4.08
5. 1653, Travis Wong, CCDS, Male,4.02
,,,,
Team 989,,,,
--------------------------------------------------,,,,
1. 2439, Ronin Huang, EEE, Male,4.15
2. 1944, Vikas Mehta, CCEB, Male,4.01
3. 5762, Ruby Nelson, CCDS, Female,4.08
4. 4342, Samantha Rogers, CoE, Female,3.88
5. 4739, Sophie Rivera, SSS, Female,4.06
,,,,
Team 990,,,,
--------------------------------------------------,,,,
1. 3509, Sana Tan, EEE, Female,4.02
2. 1845, Xiaoling Zhang, CCEB, Female,4.17
3. 5841, William Yang, CoE, Male,4.2
4. 1554, Zion Tan, SSS, Male,4
5. 4009, Zachary Chen, EEE, Male,4.19
,,,,
Group G-100:,,,,
==================================================,,,,
,,,,
Team 991,,,,
--------------------------------------------------,,,,
1. 4043, Adrian King, CCDS, Male,4.12
2. 3242, Aiden Brown, WKW SCI, Male,3.9
3. 2603, Ali Rehman, CoE, Male,4.14
4. 3280, Alina Malik, CoB (NBS), Female,4.19
5. 5269, Anjali Nair, MSE, Female,4.27
,,,,
Team 992,,,,
--------------------------------------------------,,,,
1. 701, Ameer Bin Rahman, CoB (NBS), Male,4.2
2. 5743, Bradley Huang, EEE, Male,4.01
3. 424, Ashok Nair, CEE, Male,4.52
4. 4425, Carla Wang, ASE, Female,4.12
5. 1683, Diya Nair, SSS, Female,4.11
,,,,
Team 993,,,,
--------------------------------------------------,,,,
1. 4888, Carter Moore, NIE, Male,4.1
2. 2017, Caiyun, CoE, Male,3.91
3. 2468, Bella Perry, EEE, Female,3.9
4. 491, Fangling, CoB (NBS), Female,4.05
5. 1145, Fay Tan, CCEB, Female,4.09
,,,,
Team 994,,,,
--------------------------------------------------,,,,
1. 2000, Danty Susanto, NIE, Male,4.05
2. 5945, Fergus Mendoza, CoB (NBS), Male,4.11
3. 2346, Fiona Clark, EEE, Female,4.15
4. 4283, Hassan Farooq, ADM, Female,4.1
5. 861, Hua Zhang, MSE, Male,4.17
,,,,
Team 995,,,,
--------------------------------------------------,,,,
1. 2089, Han Zhang, CoB (NBS), Male,4.02
2. 4743, Jack Foster, SPMS, Male,4.05
3. 438, Iris Rivera, MAE, Female,3.95
4. 2009, Isabella Thomas, CCDS, Female,3.9
5. 4857, Jordan Chen, EEE, Male,4.06
,,,,
Team 996,,,,
--------------------------------------------------,,,,
1. 745, Khalid Rahman, CEE, Male,4.1
2. 5953, Orlando Wu, SBS, Male,4.01
3. 1547, Margaret Li, CCEB, Female,4.2
4. 2332, Maya Ong, CoB (NBS), Female,4.14
5. 347, Meera Menon, EEE, Female,3.92
,,,,
Team 997,,,,
--------------------------------------------------,,,,
1. 1176, Mia Hall, CCDS, Female,3.95
2. 967, Mia Phillips, SBS, Female,4.17
3. 370, Mia Wong, EEE, Female,4.03
4. 731, Tae-Soo Kim, WKW SCI, Male,4.05
5. 2040, Wesley Turner, SoH, Male,4.17
,,,,
Team 998,,,,
--------------------------------------------------,,,,
1. 4268, Nadia Binti Azhar, CCEB, Female,4.15
2. 5534, Neelam Bhatia, SSS, Female,4.05
3. 2698, Owen Hill, CCDS, Male,4.03
4. 5791, Peter Choi, EEE, Male,4.19
5. 1875, Rachel Lee, SoH, Female,4.11
,,,,
Team 999,,,,
--------------------------------------------------,,,,
1. 4061, Naina Gupta, CCEB, Female,4.2
2. 3137, Raquel Huang, LKCMedicine, Female,4.18
3. 412, Seema Kapoor, MAE, Female,4.19
4. 4274, Tommy Wu, EEE, Male,4.03
5. 356, Yasir Qureshi, CoE, Male,4.08
,,,,
Team 1000,,,,
--------------------------------------------------,,,,
1. 2097, Siti Maryam, CoB (NBS), Female,4.03
2. 1795, Tao Wang, SSS, Female,4.12
3. 111, Ying Liu, SPMS, Female,4.03
4. 1824, Yuanqing, MAE, Female,4.25
5. 5800, Yumi Nishikawa, CoB (NBS), Female,4.14
,,,,
Group G-101:,,,,
==================================================,,,,
,,,,
Team 1001,,,,
--------------------------------------------------,,,,
1. 3886, Ajay Iyer, ADM, Male,4.2
2. 2425, Asher Nelson, SPMS, Male,4.21
3. 746, Alani Lin, MAE, Female,4.03
4. 5210, Amaya Sharma, CoE, Female,4.15
5. 621, Christopher Cox, CCDS, Male,4.12
,,,,
Team 1002,,,,
--------------------------------------------------,,,,
1. 1545, Carter Thompson, SPMS, Male,4.03
2. 3088, Eli Cruz, MSE, Male,4.11
3. 23, Daphne Tan, CCEB, Female,4.26
4. 849, Ethan Taylor, SSS, Male,4.15
5. 4173, Evelyn Cheung, SBS, Female,4.48
,,,,
Team 1003,,,,
--------------------------------------------------,,,,
1. 4167, Farhan Bin Azhar, SPMS, Male,4.2
2. 1293, Jasper Wang, CCEB, Male,4.08
3. 5015, Fatima Bhatia, ASE, Female,4.19
4. 5809, Hannah Smith, CoE, Female,4.11
5. 4526, Hope Chen, CCDS, Female,4.04
,,,,
Team 1004,,,,
--------------------------------------------------,,,,
1. 5741, Isla Young, SBS, Female,4.17
2. 615, Gia Tsai, SPMS, Female,3.89
3. 4896, Jaxon Lewis, EEE, Male,4.12
4. 410, Jin Yang Tan, CoB (NBS), Male,3.95
5. 762, Kate Tan, CoE, Female,4.03
,,,,
Team 1005,,,,
--------------------------------------------------,,,,
1. 4393, Kevin Brown, EEE, Male,4.18
2. 1353, Kieran Harris, MAE, Male,3.91
3. 1839, Kexin, LKCMedicine, Female,4
4. 5191, Khayla Rahayu, CCEB, Female,4.15
5. 1346, Lola Tan, SSS, Female,4.2
,,,,
Team 1006,,,,
--------------------------------------------------,,,,
1. 5468, Lucas Chen, CCDS, Male,4.12
2. 4346, Manish Singh, SBS, Male,4.1
3. 3382, Madiha Ali, CoB (NBS), Female,3.9
4. 3593, Minghao, MAE, Male,4.15
5. 5633, Ning Li, CCEB, Female,4.09
,,,,
Team 1007,,,,
--------------------------------------------------,,,,
1. 2828, Nguyen Hoang Long, NIE, Male,4.05
2. 5987, Owen Nugroho, MAE, Male,4.15
3. 1235, Nguyen Thi Binh, CCDS, Female,4.21
4. 665, Qi Chen, SPMS, Male,4.04
5. 5291, Rachel Choi, CoB (NBS), Female,4.12
,,,,
Team 1008,,,,
--------------------------------------------------,,,,
1. 2986, Rishi Tan, CCDS, Male,4.08
2. 2349, Sandeep Rao, EEE, Male,4.14
3. 35, Riley Lim, SoH, Male,4.48
4. 757, Savannah Torres, CCEB, Female,4.2
5. 2852, Shayla Wang, NIE, Female,4.01
,,,,
Team 1009,,,,
--------------------------------------------------,,,,
1. 4045, Sofia Reddy, MAE, Female,4.09
2. 2337, Sophia Jones, CoB (NBS), Female,4.18
3. 4928, Weijun, SPMS, Male,3.85
4. 696, Wyatt Price, NIE, Male,3.95
5. 437, Xiao Ming, CoE, Male,4.17
,,,,
Team 1010,,,,
--------------------------------------------------,,,,
1. 5461, Suraj Mishra, CoB (NBS), Male,4.08
2. 456, Wani Binti Jalil, MAE, Female,4
3. 3546, Ying Wong, SoH, Female,3.88
4. 715, Zoe King, ASE, Female,3.88
5. 2753, Zadie Harris, MAE, Female,4.52
,,,,
Group G-102:,,,,
==================================================,,,,
,,,,
Team 1011,,,,
--------------------------------------------------,,,,
1. 783, Ajay Bhatt, CCDS, Male,4.22
2. 3439, Asher Clark, SBS, Male,4.03
3. 3592, Alina Awan, EEE, Female,4.1
4. 5928, Anjali Kumar, SSS, Female,3.95
5. 5144, Aria Murphy, CCEB, Female,4.2
,,,,
Team 1012,,,,
--------------------------------------------------,,,,
1. 5888, Bradley Yang, CEE, Male,4.09
2. 2315, Cheng Fang Tan, SPMS, Male,4.05
3. 2373, Elisha Wu, NIE, Male,4.23
4. 2595, Fariha Noor, CoE, Female,4.14
5. 2079, Gina Lau, CoB (NBS), Female,4.15
,,,,
Team 1013,,,,
--------------------------------------------------,,,,
1. 3820, Felix Wong, SSS, Male,4.14
2. 2376, Hao Yang Tan, MSE, Male,4.3
3. 3692, Harsh Kumar, EEE, Male,4.05
4. 337, Kanwal Bukhari, CoB (NBS), Female,4.16
5. 5447, Lan Nguyen, CCDS, Female,4.15
,,,,
Team 1014,,,,
--------------------------------------------------,,,,
1. 818, Hansel Bautista, SSS, Male,4.06
2. 2403, Henry Tan, MAE, Male,4.12
3. 902, Layla Cooper, MSE, Female,4.03
4. 2221, Levi Huang, EEE, Male,4.04
5. 2192, Liu Fang, SPMS, Female,4.03
,,,,
Team 1015,,,,
--------------------------------------------------,,,,
1. 3413, Kiran Shah, SSS, Female,4.12
2. 39, Lyric Tan, EEE, Female,4.04
3. 2246, Luca Torres, SoH, Male,4.12
4. 5690, Maharani Sari, CCEB, Female,4.3
5. 103, Maximus Wright, CoE, Male,4.05
,,,,
Team 1016,,,,
--------------------------------------------------,,,,
1. 448, Margarita Sokolova, SSS, Female,4.03
2. 3043, Maya Sari, CoE, Female,4.15
3. 3957, Megan Walker, CEE, Female,4.06
4. 5578, Minh Tran, CCDS, Male,4.03
5. 4404, Omar Farooq, MAE, Male,4.2
,,,,
Team 1017,,,,
--------------------------------------------------,,,,
1. 5147, Min-Ji Park, SoH, Female,4.03
2. 4862, Melati Ahmad, CCDS, Female,3.88
3. 3717, Nafisa Ali, EEE, Female,3.95
4. 1688, Pranata Santoso, MSE, Male,3.95
5. 956, Raj Tan, SBS, Male,4.17
,,,,
Team 1018,,,,
--------------------------------------------------,,,,
1. 613, Nina Phillips, SBS, Female,4.11
2. 2720, Nira Gupta, WKW SCI, Female,4.12
3. 714, Nisha Gupta, CoB (NBS), Female,4.21
4. 1768, Travis Lim, SoH, Male,4
5. 5913, Ulysses Salazar, MAE, Male,4.2
,,,,
Team 1019,,,,
--------------------------------------------------,,,,
1. 4386, Riku Takeda, WKW SCI, Male,4.01
2. 2013, Wyatt Thompson, NIE, Male,4.09
3. 3168, Sakshi Iyer, MAE, Female,3.94
4. 828, Sakshi Singh, SSS, Female,4.14
5. 2560, Simran Singh, SBS, Female,4.03
,,,,
Team 1020,,,,
--------------------------------------------------,,,,
1. 5023, Svetlana Chernyshova, LKCMedicine, Female,4.06
2. 1634, Sofia Hernandez, CCDS, Female,4.26
3. 1362, Yong Hui, MAE, Male,4.21
4. 3909, Zara Lim, CCEB, Female,4.1
5. 4379, Zoe Martinez, MAE, Female,4.21
,,,,
Group G-103:,,,,
==================================================,,,,
,,,,
Team 1021,,,,
--------------------------------------------------,,,,
1. 18, Alan Chan, CEE, Male,4
2. 397, Chong Wang, CoB (NBS), Male,4.25
3. 1495, Amira Tan, CCDS, Female,4.15
4. 5493, Amna Bukhari, CCEB, Female,4.11
5. 5627, Anjali Singh, SSS, Female,4.16
,,,,
Team 1022,,,,
--------------------------------------------------,,,,
1. 4132, Aria Martinez, EEE, Female,4.18
2. 5483, Camila Li, MAE, Female,4.27
3. 4842, Carmen Ong, SoH, Female,4.09
4. 1618, Dallas Huang, CEE, Male,4.09
5. 2165, David Young, CoE, Male,4.19
,,,,
Team 1023,,,,
--------------------------------------------------,,,,
1. 3251, Emily Scott, EEE, Female,4.07
2. 2602, Fatima Baig, CCDS, Female,4.25
3. 5040, Dev Sharma, ASE, Male,4.26
4. 4224, Ethan White, SoH, Male,4.11
5. 2559, Everett Harris, CEE, Male,4.14
,,,,
Team 1024,,,,
--------------------------------------------------,,,,
1. 2099, Fahim Hussein, CCDS, Male,4.03
2. 4616, Eli Tan, ASE, Male,3.88
3. 4051, Fatima Malik, MAE, Female,4.18
4. 1613, Graham Jackson, SBS, Male,3.97
5. 1551, Maggie Kwan, CCEB, Female,3.91
,,,,
Team 1025,,,,
--------------------------------------------------,,,,
1. 4964, Hannah Sanders, CCDS, Female,4.2
2. 4612, Kylie Chen, MAE, Female,4.15
3. 3497, Hikaru Sato, NIE, Male,4.14
4. 4678, Irfan Bin Hassan, SPMS, Male,4
5. 1553, Isaac Thompson, EEE, Male,4.03
,,,,
Team 1026,,,,
--------------------------------------------------,,,,
1. 2679, Khalil Bin Ismail, SSS, Male,4.09
2. 1911, Mansoor Qureshi, CEE, Male,4.12
3. 3554, Asha Mehta, CCDS, Female,4.52
4. 5970, Layla Fisher, SBS, Female,4.01
5. 835, Maya Wilson, SoH, Female,4.13
,,,,
Team 1027,,,,
--------------------------------------------------,,,,
1. 1202, Maya Gonzales, SSS, Female,4.22
2. 952, Nadia Binti Zulkifli, MSE, Female,3.87
3. 1292, Queenie Lee, SoH, Female,4.06
4. 4181, Simon Lee, CoB (NBS), Male,4.02
5. 1847, Talha Iqbal, CoE, Male,4.11
,,,,
Team 1028,,,,
--------------------------------------------------,,,,
1. 1879, Naim Bin Hashim, MSE, Male,4.2
2. 2601, Tommy Wu, SSS, Male,4.22
3. 4821, Samantha Khan, CoB (NBS), Female,4.19
4. 40, Shiloh Lin, LKCMedicine, Female,4.05
5. 4559, Sofia Kim, EEE, Female,4.17
,,,,
Team 1029,,,,
--------------------------------------------------,,,,
1. 925, Saad Malik, MSE, Male,4.05
2. 344, Tyler Hall, CEE, Male,4.11
3. 778, Selina Loh, CoB (NBS), Female,3.91
4. 4809, Vikram Singh, EEE, Male,4.13
5. 4837, Yuna Wong, SBS, Female,4.07
,,,,
Team 1030,,,,
--------------------------------------------------,,,,
1. 3932, Vy Nguyen, WKW SCI, Male,4.11
2. 1787, Xiao Wei Tan, CEE, Male,3.95
3. 4427, Willow Wong, EEE, Female,4.19
4. 2189, Zachary Lee, CoB (NBS), Male,4.11
5. 2302, Yvonne Ng, CEE, Female,3.8
,,,,
Group G-104:,,,,
==================================================,,,,
,,,,
Team 1031,,,,
--------------------------------------------------,,,,
